Season,Week,Contestant,Judge_Score_Z,Trend,Vote_Mean,Vote_Std,Vote_CI_Lower,Vote_CI_Upper
3,1,Shanna Moakler,-0.30495372367184653,0.0,0.7481318434864861,0.21031464770692376,0.4566761494833177,1.212110559254121
3,1,Tucker Carlson,-1.7425927066962643,0.0,0.20163233679510698,0.06059467879845903,0.110754804344898,0.32752509964640875
3,1,Vivica A. Fox,0.6534722650110983,0.0,1.9479795966758282,0.5327788570682673,1.0463978976075952,3.1360186434157193
3,1,Willa Ford,0.6534722650110983,0.0,2.0154743182811945,0.610197809885257,1.0534172806594313,3.2231973283004103
3,2,Willa Ford,0.28018378456946114,,,,,
3,2,Vivica A. Fox,0.414184725015725,,,,,
3,2,Tucker Carlson,-2.8018378456946103,,,,,
3,2,Shanna Moakler,0.14618284412319693,,,,,
3,2,Sara Evans,0.012181903676933078,,,,,
3,2,Jerry Springer,-0.255819977215595,,,,,
3,2,Mario Lopez,0.012181903676933078,,,,,
3,2,Joey Lawrence,1.0841894272470447,,,,,
3,2,Harry Hamlin,0.012181903676933078,,,,,
3,2,Emmitt Smith,0.414184725015725,,,,,
3,2,Monique Coleman,0.6821866059082528,,,,,
3,3,Sara Evans,0.6425338672317686,,,,,
3,3,Willa Ford,0.3307159610751749,,,,,
3,3,Vivica A. Fox,0.8504124713361642,,,,,
3,3,Tucker Carlson,-1.9559486840731775,,,,,
3,3,Monique Coleman,0.8504124713361642,,,,,
3,3,Shanna Moakler,-1.9559486840731775,,,,,
3,3,Joey Lawrence,0.3307159610751749,,,,,
3,3,Mario Lopez,0.3307159610751749,,,,,
3,3,Jerry Springer,0.22677665902297717,,,,,
3,3,Harry Hamlin,0.3307159610751749,,,,,
3,3,Emmitt Smith,0.018898054918581406,,,,,
3,4,Vivica A. Fox,0.5067307314904086,,,,,
3,4,Tucker Carlson,-1.5201921944712258,,,,,
3,4,Shanna Moakler,-1.5201921944712258,,,,,
3,4,Sara Evans,0.16891024383013628,,,,,
3,4,Monique Coleman,0.5067307314904086,,,,,
3,4,Willa Ford,0.8445512191506811,,,,,
3,4,Joey Lawrence,0.7600960972356129,,,,,
3,4,Jerry Springer,0.33782048766027234,,,,,
3,4,Harry Hamlin,-1.5201921944712258,,,,,
3,4,Emmitt Smith,0.5067307314904086,,,,,
3,4,Mario Lopez,0.929006341065749,,,,,
3,5,Willa Ford,0.8053186862634499,,,,,
3,5,Vivica A. Fox,-1.2565748466696938,,,,,
3,5,Tucker Carlson,-1.2565748466696938,,,,,
3,5,Shanna Moakler,-1.2565748466696938,,,,,
3,5,Sara Evans,0.576219404826434,,,,,
3,5,Monique Coleman,0.8053186862634499,,,,,
3,5,Joey Lawrence,0.6525858319721061,,,,,
3,5,Jerry Springer,0.576219404826434,,,,,
3,5,Harry Hamlin,-1.2565748466696938,,,,,
3,5,Emmitt Smith,0.8053186862634499,,,,,
3,5,Mario Lopez,0.8053186862634499,,,,,
3,6,Shanna Moakler,-0.8555353076012908,,,,,
3,6,Willa Ford,-0.8555353076012908,,,,,
3,6,Vivica A. Fox,-0.8555353076012908,,,,,
3,6,Tucker Carlson,-0.8555353076012908,,,,,
3,6,Sara Evans,-0.8555353076012908,,,,,
3,6,Monique Coleman,0.9787903942896122,,,,,
3,6,Mario Lopez,1.3775568512224172,,,,,
3,6,Joey Lawrence,1.0585436856761732,,,,,
3,6,Jerry Springer,0.5800239373568071,,,,,
3,6,Harry Hamlin,-0.8555353076012908,,,,,
3,6,Emmitt Smith,1.1382969770627342,,,,,
3,7,Vivica A. Fox,-0.8657199618370564,,,,,
3,7,Tucker Carlson,-0.8657199618370564,,,,,
3,7,Shanna Moakler,-0.8657199618370564,,,,,
3,7,Sara Evans,-0.8657199618370564,,,,,
3,7,Monique Coleman,1.0388639542044678,,,,,
3,7,Willa Ford,-0.8657199618370564,,,,,
3,7,Joey Lawrence,1.14467417176233,,,,,
3,7,Jerry Springer,0.7567033740501679,,,,,
3,7,Harry Hamlin,-0.8657199618370564,,,,,
3,7,Emmitt Smith,1.14467417176233,,,,,
3,7,Mario Lopez,1.1094040992430427,,,,,
3,8,Willa Ford,-0.7203213710342851,,,,,
3,8,Vivica A. Fox,-0.7203213710342851,,,,,
3,8,Tucker Carlson,-0.7203213710342851,,,,,
3,8,Shanna Moakler,-0.7203213710342851,,,,,
3,8,Sara Evans,-0.7203213710342851,,,,,
3,8,Monique Coleman,1.2060426625115324,,,,,
3,8,Joey Lawrence,1.2423891537105098,,,,,
3,8,Jerry Springer,-0.7203213710342851,,,,,
3,8,Harry Hamlin,-0.7203213710342851,,,,,
3,8,Emmitt Smith,1.2423891537105098,,,,,
3,8,Mario Lopez,1.351428627307443,,,,,
3,9,Shanna Moakler,-0.5838742081211421,,,,,
3,9,Willa Ford,-0.5838742081211421,,,,,
3,9,Vivica A. Fox,-0.5838742081211421,,,,,
3,9,Tucker Carlson,-0.5838742081211421,,,,,
3,9,Sara Evans,-0.5838742081211421,,,,,
3,9,Jerry Springer,-0.5838742081211421,,,,,
3,9,Mario Lopez,1.5569978883230458,,,,,
3,9,Joey Lawrence,1.5569978883230458,,,,,
3,9,Harry Hamlin,-0.5838742081211421,,,,,
3,9,Emmitt Smith,1.5569978883230458,,,,,
3,9,Monique Coleman,-0.5838742081211421,,,,,
3,10,Willa Ford,-0.4494665749754948,,,,,
3,10,Vivica A. Fox,-0.4494665749754948,,,,,
3,10,Shanna Moakler,-0.4494665749754948,,,,,
3,10,Sara Evans,-0.4494665749754948,,,,,
3,10,Monique Coleman,-0.4494665749754948,,,,,
3,10,Tucker Carlson,-0.4494665749754948,,,,,
3,10,Joey Lawrence,-0.4494665749754948,,,,,
3,10,Jerry Springer,-0.4494665749754948,,,,,
3,10,Harry Hamlin,-0.4494665749754948,,,,,
3,10,Emmitt Smith,2.0225995873897267,,,,,
3,10,Mario Lopez,2.0225995873897267,,,,,
3,11,Vivica A. Fox,0.0,,,,,
3,11,Emmitt Smith,0.0,,,,,
3,11,Harry Hamlin,0.0,,,,,
3,11,Jerry Springer,0.0,,,,,
3,11,Joey Lawrence,0.0,,,,,
3,11,Mario Lopez,0.0,,,,,
3,11,Monique Coleman,0.0,,,,,
3,11,Sara Evans,0.0,,,,,
3,11,Shanna Moakler,0.0,,,,,
3,11,Tucker Carlson,0.0,,,,,
3,11,Willa Ford,0.0,,,,,
4,1,Apolo Anton Ohno,0.6725875846772347,0.0,2.045949174477847,0.6652708443861686,1.0685214294099716,3.2992033777823075
4,1,Billy Ray Cyrus,-1.6949207133866337,0.0,0.20729013780173766,0.0627798711614647,0.1164836089570278,0.3722994784397296
4,1,Clyde Drexler,-0.8071051016126832,0.0,0.493306172390429,0.1531503738655455,0.2661131620855674,0.8335599949990931
4,1,Heather Mills,-0.2152280270967159,0.0,0.8958319397492086,0.31043778937822014,0.47351670033202603,1.6589402547049914
4,1,Ian Ziering,0.6725875846772347,0.0,1.9440505827215084,0.6000210707882296,1.1043831873913792,3.339727401535665
4,1,Joey Fatone,1.5604031964511853,0.0,4.828892716815559,1.454532064110913,2.7397484736885236,8.580345856120022
4,1,John Ratzenberger,-0.5111665643546992,0.0,0.6190796310164332,0.18436936398840242,0.323927435970971,1.0254832106616627
4,1,Laila Ali,1.264464659193202,0.0,3.567037828858359,1.1038976757721917,2.0590101538695924,6.385937807674444
4,1,Leeza Gibbons,-1.1030436388706664,0.0,0.3671602325993566,0.11599795097758814,0.19649741090147493,0.6212075110265198
4,1,Paulina Porizkova,0.08071051016126737,0.0,1.0885265171452227,0.4093633441715534,0.5974492763771772,2.1601608847718854
4,1,Shandi Finnessey,0.08071051016126737,0.0,1.0914256918438126,0.3340637292414135,0.5781951115049643,1.919143595888074
4,2,Shandi Finnessey,-0.8459280285273295,,,,,
4,2,Paulina Porizkova,-0.473719695975305,,,,,
4,2,Leeza Gibbons,-0.473719695975305,,,,,
4,2,Laila Ali,1.7595302993368445,,,,,
4,2,John Ratzenberger,-0.473719695975305,,,,,
4,2,Clyde Drexler,-1.5903446936313796,,,,,
4,2,Ian Ziering,-0.10151136342328042,,,,,
4,2,Heather Mills,0.6429053016807696,,,,,
4,2,Billy Ray Cyrus,-0.473719695975305,,,,,
4,2,Apolo Anton Ohno,1.387321966784819,,,,,
4,2,Joey Fatone,0.6429053016807696,,,,,
4,3,John Ratzenberger,0.025930763940893903,,,,,
4,3,Shandi Finnessey,0.16854996561581037,,,,,
4,3,Paulina Porizkova,-2.826453269557438,,,,,
4,3,Leeza Gibbons,0.5964075706405602,,,,,
4,3,Joey Fatone,0.5964075706405602,,,,,
4,3,Laila Ali,0.16854996561581037,,,,,
4,3,Heather Mills,0.5964075706405602,,,,,
4,3,Ian Ziering,0.5964075706405602,,,,,
4,3,Clyde Drexler,-0.5445460427587727,,,,,
4,3,Billy Ray Cyrus,0.16854996561581037,,,,,
4,3,Apolo Anton Ohno,0.4537883689656437,,,,,
4,4,Paulina Porizkova,-1.818502408436763,,,,,
4,4,Leeza Gibbons,-0.1339949143058669,,,,,
4,4,Laila Ali,0.39241367761003826,,,,,
4,4,John Ratzenberger,-0.1339949143058669,,,,,
4,4,Joey Fatone,1.1293857062923056,,,,,
4,4,Shandi Finnessey,-1.818502408436763,,,,,
4,4,Heather Mills,0.6029771143764003,,,,,
4,4,Clyde Drexler,-0.23927663268904784,,,,,
4,4,Billy Ray Cyrus,0.39241367761003826,,,,,
4,4,Apolo Anton Ohno,0.9188222695259431,,,,,
4,4,Ian Ziering,0.7082588327595813,,,,,
4,5,Shandi Finnessey,-1.4076306861555739,,,,,
4,5,Paulina Porizkova,-1.4076306861555739,,,,,
4,5,Leeza Gibbons,-1.4076306861555739,,,,,
4,5,Laila Ali,1.0557230146166803,,,,,
4,5,John Ratzenberger,0.17595383576944654,,,,,
4,5,Joey Fatone,0.7917922609625101,,,,,
4,5,Heather Mills,0.4398845894236166,,,,,
4,5,Clyde Drexler,-0.2639307536541703,,,,,
4,5,Billy Ray Cyrus,0.08797691788472327,,,,,
4,5,Apolo Anton Ohno,1.2316768503861268,,,,,
4,5,Ian Ziering,0.7038153430777866,,,,,
4,6,Laila Ali,0.999098050136882,,,,,
4,6,Shandi Finnessey,-1.2307729603135504,,,,,
4,6,Paulina Porizkova,-1.2307729603135504,,,,,
4,6,Leeza Gibbons,-1.2307729603135504,,,,,
4,6,John Ratzenberger,0.28235379677781425,,,,,
4,6,Joey Fatone,0.9194597997636521,,,,,
4,6,Ian Ziering,0.6805450486439629,,,,,
4,6,Heather Mills,0.6009067982707332,,,,,
4,6,Clyde Drexler,-1.2307729603135504,,,,,
4,6,Billy Ray Cyrus,0.44163029752427374,,,,,
4,6,Apolo Anton Ohno,0.999098050136882,,,,,
4,7,Paulina Porizkova,-1.0201120309722338,,,,,
4,7,Leeza Gibbons,-1.0201120309722338,,,,,
4,7,Laila Ali,1.122453367412814,,,,,
4,7,John Ratzenberger,0.6140480186434806,,,,,
4,7,Joey Fatone,1.122453367412814,,,,,
4,7,Shandi Finnessey,-1.0201120309722338,,,,,
4,7,Heather Mills,-1.0201120309722338,,,,,
4,7,Clyde Drexler,-1.0201120309722338,,,,,
4,7,Billy Ray Cyrus,0.35984534425881387,,,,,
4,7,Apolo Anton Ohno,0.9408800285666234,,,,,
4,7,Ian Ziering,0.9408800285666234,,,,,
4,8,Shandi Finnessey,-0.8549292288042699,,,,,
4,8,Paulina Porizkova,-0.8549292288042699,,,,,
4,8,Leeza Gibbons,-0.8549292288042699,,,,,
4,8,Laila Ali,1.1308227249522615,,,,,
4,8,John Ratzenberger,-0.8549292288042699,,,,,
4,8,Joey Fatone,1.205756760943074,,,,,
4,8,Heather Mills,-0.8549292288042699,,,,,
4,8,Clyde Drexler,-0.8549292288042699,,,,,
4,8,Billy Ray Cyrus,0.5688174550211675,,,,,
4,8,Apolo Anton Ohno,1.3181578149292925,,,,,
4,8,Ian Ziering,0.9060206169798237,,,,,
4,9,Laila Ali,1.2862039494434674,,,,,
4,9,Shandi Finnessey,-0.7206390922413752,,,,,
4,9,Paulina Porizkova,-0.7206390922413752,,,,,
4,9,Leeza Gibbons,-0.7206390922413752,,,,,
4,9,John Ratzenberger,-0.7206390922413752,,,,,
4,9,Clyde Drexler,-0.7206390922413752,,,,,
4,9,Ian Ziering,1.2193091813873058,,,,,
4,9,Heather Mills,-0.7206390922413752,,,,,
4,9,Billy Ray Cyrus,-0.7206390922413752,,,,,
4,9,Apolo Anton Ohno,1.2527565654153867,,,,,
4,9,Joey Fatone,1.2862039494434674,,,,,
4,10,Shandi Finnessey,-0.583790447940586,,,,,
4,10,Paulina Porizkova,-0.583790447940586,,,,,
4,10,Laila Ali,1.5237162698401479,,,,,
4,10,John Ratzenberger,-0.583790447940586,,,,,
4,10,Joey Fatone,1.548508103767707,,,,,
4,10,Leeza Gibbons,-0.583790447940586,,,,,
4,10,Heather Mills,-0.583790447940586,,,,,
4,10,Clyde Drexler,-0.583790447940586,,,,,
4,10,Billy Ray Cyrus,-0.583790447940586,,,,,
4,10,Apolo Anton Ohno,1.5980992099168332,,,,,
4,10,Ian Ziering,-0.583790447940586,,,,,
4,11,Paulina Porizkova,0.0,,,,,
4,11,Apolo Anton Ohno,0.0,,,,,
4,11,Billy Ray Cyrus,0.0,,,,,
4,11,Clyde Drexler,0.0,,,,,
4,11,Heather Mills,0.0,,,,,
4,11,Ian Ziering,0.0,,,,,
4,11,Joey Fatone,0.0,,,,,
4,11,John Ratzenberger,0.0,,,,,
4,11,Laila Ali,0.0,,,,,
4,11,Leeza Gibbons,0.0,,,,,
4,11,Shandi Finnessey,0.0,,,,,
5,1,Albert Reed,-0.14184494454799967,0.0,0.8797473592700775,0.250471932456522,0.48546753540870224,1.382818320493961
5,1,Wayne Newton,-0.8227006783783966,0.0,0.44095137445137184,0.1353069232618882,0.227484154279889,0.7430059418194196
5,1,Sabrina Bryan,1.560294390027991,0.0,4.8947314364038945,1.3910571469964126,2.8495552989984065,7.867337871786903
5,1,Mel B,0.8794386561975952,0.0,2.4141859413175166,0.6856063393424164,1.2810397146188615,3.8838204902162756
5,1,Marie Osmond,-0.14184494454799967,0.0,0.9044441613478068,0.24470176884775574,0.5368068316113042,1.4922862457027708
5,1,Josie Maran,-1.8439842791239913,0.0,0.16740147045879947,0.05869447459501343,0.08723347855447908,0.28809880524002507
5,1,Mark Cuban,-0.14184494454799967,0.0,0.900989430362201,0.2602768665622517,0.48029429744852337,1.4421034258345418
5,1,Jane Seymour,0.8794386561975952,0.0,2.363522477923065,0.7271299791945253,1.2338176945571533,4.0447850978403626
5,1,Helio Castroneves,1.219866523112794,0.0,3.489967134131529,1.1122986740874548,1.919336066254239,6.026646316387467
5,1,Floyd Mayweather Jr. ,-1.1631285452935944,0.0,0.3417995735582896,0.10373200754613889,0.1891853805521293,0.5814282859188649
5,1,Cameron Mathison,-0.14184494454799967,0.0,0.8753098103200645,0.24799464873516797,0.4952330552694194,1.4079870033388608
5,1,Jennie Garth,-0.14184494454799967,0.0,0.9634387251107995,0.32217626059885723,0.5166927397798352,1.7336956647597577
5,2,Marie Osmond,0.5926779195217039,,,,,
5,2,Wayne Newton,-0.6875063866451769,,,,,
5,2,Sabrina Bryan,0.8771633208921216,,,,,
5,2,Mel B,0.450435218836495,,,,,
5,2,Mark Cuban,-0.26077828458955,,,,,
5,2,Josie Maran,-2.8211468969233118,,,,,
5,2,Floyd Mayweather Jr. ,0.16594981746607693,,,,,
5,2,Jane Seymour,0.16594981746607693,,,,,
5,2,Helio Castroneves,1.0194060215773308,,,,,
5,2,Cameron Mathison,0.16594981746607693,,,,,
5,2,Albert Reed,0.16594981746607693,,,,,
5,2,Jennie Garth,0.16594981746607693,,,,,
5,3,Marie Osmond,0.6229704740523485,,,,,
5,3,Wayne Newton,-0.19627836853704117,,,,,
5,3,Sabrina Bryan,0.7253765793760225,,,,,
5,3,Mel B,0.7253765793760225,,,,,
5,3,Josie Maran,-2.0395882643631684,,,,,
5,3,Mark Cuban,0.008533842110306387,,,,,
5,3,Jane Seymour,0.7253765793760225,,,,,
5,3,Helio Castroneves,0.4181582634050013,,,,,
5,3,Jennie Garth,0.6229704740523485,,,,,
5,3,Floyd Mayweather Jr. ,0.11093994743398004,,,,,
5,3,Cameron Mathison,0.3157521580813276,,,,,
5,3,Albert Reed,-2.0395882643631684,,,,,
5,4,Sabrina Bryan,0.8802954775503093,,,,,
5,4,Mel B,0.5449448194359057,,,,,
5,4,Mark Cuban,0.20959416132150216,,,,,
5,4,Marie Osmond,0.5449448194359057,,,,,
5,4,Josie Maran,-1.6348344583077175,,,,,
5,4,Wayne Newton,-1.6348344583077175,,,,,
5,4,Jane Seymour,0.5449448194359057,,,,,
5,4,Helio Castroneves,0.6287824839645066,,,,,
5,4,Floyd Mayweather Jr. ,0.2934318258501032,,,,,
5,4,Cameron Mathison,0.6287824839645066,,,,,
5,4,Albert Reed,-1.6348344583077175,,,,,
5,4,Jennie Garth,0.6287824839645066,,,,,
5,5,Wayne Newton,-1.3289237266693037,,,,,
